reach,d0,d1,d2,d3,d4,nUp,u0,u1,u2,u3,u4,area,upArea
10355,10398,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,39.32632332386885,39.32632332386885
10354,10396,-1.0,-1.0,-1.0,-1.0,2,10320,10319,-1,-1,-1.0,9.522943414304704,718.5731214845508
10353,10396,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,31.7037200271605,31.7037200271605
10352,10394,-1.0,-1.0,-1.0,-1.0,2,10318,10317,-1,-1,-1.0,68.58824372089421,2604.130383536892
10351,10394,-1.0,-1.0,-1.0,-1.0,2,10316,10315,-1,-1,-1.0,86.33513215245944,776.8418252324115
10350,10393,-1.0,-1.0,-1.0,-1.0,2,10314,10313,-1,-1,-1.0,33.06732508757893,212.52038046119134
10349,10393,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,61.39542022979961,61.39542022979961
10348,10392,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,28.97347063208479,28.97347063208479
10347,10392,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,25.423325964915122,25.423325964915122
10346,10390,-1.0,-1.0,-1.0,-1.0,2,10312,10311,-1,-1,-1.0,17.5537690864228,102.14187261346602
10345,10390,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,64.37199690718154,64.37199690718154
10344,10386,-1.0,-1.0,-1.0,-1.0,2,10310,10309,-1,-1,-1.0,19.273737515973366,167.68416367816403
10343,10386,-1.0,-1.0,-1.0,-1.0,2,10308,10307,-1,-1,-1.0,6.5095189593767415,175.24377799293796
10342,10380,-1.0,-1.0,-1.0,-1.0,2,10306,10305,-1,-1,-1.0,17.95095747123771,4478.2662127596695
10341,10380,-1.0,-1.0,-1.0,-1.0,2,10304,10303,-1,-1,-1.0,30.24170404371241,519.8205284796767
10340,10379,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,85.90365923861603,85.90365923861603
10339,10379,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,57.62399605841289,57.62399605841289
10338,10378,-1.0,-1.0,-1.0,-1.0,2,10302,10301,-1,-1,-1.0,3.7306049315413214,92.26166537704412
10337,10378,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,104.0814285871054,104.0814285871054
10336,10374,-1.0,-1.0,-1.0,-1.0,2,10300,10299,-1,-1,-1.0,86.06760798134299,350.0541159889184
10335,10374,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.309429058375077,26.309429058375077
10334,10372,-1.0,-1.0,-1.0,-1.0,2,10298,10297,-1,-1,-1.0,29.486129761756157,803.9601909308377
10333,10372,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,104.8133482173122,104.8133482173122
10332,10370,-1.0,-1.0,-1.0,-1.0,2,10296,10295,-1,-1,-1.0,28.890202246483803,428636.7441762153
10331,10370,-1.0,-1.0,-1.0,-1.0,2,10294,10293,-1,-1,-1.0,18.293118344072365,183.3257365184526
10330,10369,-1.0,-1.0,-1.0,-1.0,2,10292,10291,-1,-1,-1.0,0.7178007565536375,452.79781058490084
10329,10369,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,107.70522565103624,107.70522565103624
10328,10368,-1.0,-1.0,-1.0,-1.0,2,10290,10289,-1,-1,-1.0,5.667016191972494,1594.0252804524985
10327,10368,-1.0,-1.0,-1.0,-1.0,2,10288,10287,-1,-1,-1.0,24.00047216162196,393.68422872349817
10326,10364,-1.0,-1.0,-1.0,-1.0,2,10286,10285,-1,-1,-1.0,61.90193148182703,20356.49761665419
10325,10364,-1.0,-1.0,-1.0,-1.0,2,10284,10283,-1,-1,-1.0,6.776789182616169,310.86786671758193
10324,10358,-1.0,-1.0,-1.0,-1.0,2,10282,10281,-1,-1,-1.0,27.22665046722411,4347.962072002676
10323,10358,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.66386010206141,26.66386010206141
10322,10356,-1.0,-1.0,-1.0,-1.0,2,10280,10279,-1,-1,-1.0,46.33737783043917,659.7184264561226
10321,10356,-1.0,-1.0,-1.0,-1.0,2,10278,10277,-1,-1,-1.0,1.7051874648821543,592.815174967956
10320,10354,-1.0,-1.0,-1.0,-1.0,2,10276,10275,-1,-1,-1.0,0.5787134341769539,670.8426756286705
10319,10354,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,38.20750244157569,38.20750244157569
10318,10352,-1.0,-1.0,-1.0,-1.0,2,10274,10273,-1,-1,-1.0,107.28634919608123,1992.4383681117554
10317,10352,-1.0,-1.0,-1.0,-1.0,2,10272,10271,-1,-1,-1.0,29.11031826240608,543.1037717042427
10316,10351,-1.0,-1.0,-1.0,-1.0,2,10270,10269,-1,-1,-1.0,74.81766709099188,663.6019708679584
10315,10351,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.904722211993647,26.904722211993647
10314,10350,-1.0,-1.0,-1.0,-1.0,2,10268,10267,-1,-1,-1.0,4.890194691748404,147.63200304797482
10313,10350,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,31.821052325637584,31.821052325637584
10312,10346,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,46.90799778822194,46.90799778822194
10311,10346,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,37.68010573882128,37.68010573882128
10310,10344,-1.0,-1.0,-1.0,-1.0,2,10266,10265,-1,-1,-1.0,0.1731972008946293,97.25236360080835
10309,10344,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,51.158062561382295,51.158062561382295
10308,10343,-1.0,-1.0,-1.0,-1.0,2,10264,10263,-1,-1,-1.0,1.1691532467345616,96.98414185089176
10307,10343,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,71.75011718266948,71.75011718266948
10306,10342,-1.0,-1.0,-1.0,-1.0,2,10262,10261,-1,-1,-1.0,2.142851557314364,4392.33068565278
10305,10342,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,67.98456963565141,67.98456963565141
10304,10341,-1.0,-1.0,-1.0,-1.0,2,10260,10259,-1,-1,-1.0,35.03698480097843,436.62086090151854
10303,10341,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,52.95796353444578,52.95796353444578
10302,10338,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,28.05326576436296,28.05326576436296
10301,10338,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,60.47779468113985,60.47779468113985
10300,10336,-1.0,-1.0,-1.0,-1.0,2,10258,10257,-1,-1,-1.0,1.666995860468423,187.01238285006372
10299,10336,-1.0,-1.0,-1.0,-1.0,2,10256,10255,-1,-1,-1.0,2.717463348667435,76.97412515751165
10298,10334,-1.0,-1.0,-1.0,-1.0,2,10254,10253,-1,-1,-1.0,0.2986081016269632,633.7328892322439
10297,10334,-1.0,-1.0,-1.0,-1.0,2,10252,10251,-1,-1,-1.0,0.7561121268561988,140.74117193683784
10296,10332,-1.0,-1.0,-1.0,-1.0,2,10250,10249,-1,-1,-1.0,5.092082516342575,427860.73399671435
10295,10332,-1.0,-1.0,-1.0,-1.0,2,10248,10247,-1,-1,-1.0,34.74475120505216,747.1199772542861
10294,10331,-1.0,-1.0,-1.0,-1.0,2,10246,10245,-1,-1,-1.0,48.1973009071049,123.5950709538442
10293,10331,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,41.437547220536025,41.437547220536025
10292,10330,-1.0,-1.0,-1.0,-1.0,2,10244,10243,-1,-1,-1.0,101.30469549956474,341.9168715351576
10291,10330,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,110.1631382931896,110.1631382931896
10290,10328,-1.0,-1.0,-1.0,-1.0,2,10242,10241,-1,-1,-1.0,83.76639604557059,1542.5741834508638
10289,10328,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,45.78408080966218,45.78408080966218
10288,10327,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,134.49312963029257,134.49312963029257
10287,10327,-1.0,-1.0,-1.0,-1.0,2,10240,10239,-1,-1,-1.0,54.461946848573284,235.19062693158364
10286,10326,-1.0,-1.0,-1.0,-1.0,2,10238,10237,-1,-1,-1.0,25.30138778279829,20239.666798209386
10285,10326,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,54.92888696297367,54.92888696297367
10284,10325,-1.0,-1.0,-1.0,-1.0,2,10236,10235,-1,-1,-1.0,67.46320064950535,265.70234327713644
10283,10325,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,38.38873425782935,38.38873425782935
10282,10324,-1.0,-1.0,-1.0,-1.0,2,10234,10233,-1,-1,-1.0,7.251187698040857,4255.876824753508
10281,10324,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,64.85859678194372,64.85859678194372
10280,10322,-1.0,-1.0,-1.0,-1.0,2,10232,10231,-1,-1,-1.0,78.81259827203783,554.9711177729988
10279,10322,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,58.409930852684575,58.409930852684575
10278,10321,-1.0,-1.0,-1.0,-1.0,2,10230,10229,-1,-1,-1.0,11.473569714682405,551.8830944618098
10277,10321,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,39.22689304126405,39.22689304126405
10276,10320,-1.0,-1.0,-1.0,-1.0,2,10228,10227,-1,-1,-1.0,17.440762325495857,643.8890229617267
10275,10320,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.37493923276681,26.37493923276681
10274,10318,-1.0,-1.0,-1.0,-1.0,2,10226,10225,-1,-1,-1.0,14.290293971658356,1368.2942074341554
10273,10318,-1.0,-1.0,-1.0,-1.0,2,10224,10223,-1,-1,-1.0,124.3748403828002,516.8578114815188
10272,10317,-1.0,-1.0,-1.0,-1.0,2,10222,10221,-1,-1,-1.0,136.16023447132116,467.2102425366794
10271,10317,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,46.783210905157325,46.783210905157325
10270,10316,-1.0,-1.0,-1.0,-1.0,2,10220,10219,-1,-1,-1.0,42.10922111261571,395.80082968788605
10269,10316,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,192.98347408908046,192.98347408908046
10268,10314,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,36.23115804670106,36.23115804670106
10267,10314,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,106.51065030952532,106.51065030952532
10266,10310,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,51.55773000780609,51.55773000780609
10265,10310,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,45.521436392107645,45.521436392107645
10264,10308,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.725381769302764,26.725381769302764
10263,10308,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,69.08960683485442,69.08960683485442
10262,10306,-1.0,-1.0,-1.0,-1.0,2,10218,10217,-1,-1,-1.0,4.888697737906253,4365.0140593965525
10261,10306,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,25.17377469891368,25.17377469891368
10260,10304,-1.0,-1.0,-1.0,-1.0,2,10216,10215,-1,-1,-1.0,15.580058369347027,289.0747760422045
10259,10304,-1.0,-1.0,-1.0,-1.0,2,10214,10213,-1,-1,-1.0,12.870786840119926,112.50910005833565
10258,10300,-1.0,-1.0,-1.0,-1.0,2,10212,10211,-1,-1,-1.0,10.500261332064193,111.57600714392237
10257,10300,-1.0,-1.0,-1.0,-1.0,2,10210,10209,-1,-1,-1.0,16.439500096642664,73.7693798456729
10256,10299,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,31.891403972034286,31.891403972034286
10255,10299,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,42.365257836809946,42.365257836809946
10254,10298,-1.0,-1.0,-1.0,-1.0,2,10208,10207,-1,-1,-1.0,7.0194185723040805,590.0644993434428
10253,10298,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,43.369781787174254,43.369781787174254
10252,10297,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,67.07147658430625,67.07147658430625
10251,10297,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,72.9135832256754,72.9135832256754
10250,10296,-1.0,-1.0,-1.0,-1.0,2,10206,10205,-1,-1,-1.0,55.3175869431531,427801.3517011992
10249,10296,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,54.2902129989178,54.2902129989178
10248,10295,-1.0,-1.0,-1.0,-1.0,2,10204,10203,-1,-1,-1.0,48.98761382840878,682.661485765641
10247,10295,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,29.71374028359297,29.71374028359297
10246,10294,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,49.862780053046045,49.862780053046045
10245,10294,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,25.53498999369328,25.53498999369328
10244,10292,-1.0,-1.0,-1.0,-1.0,2,10202,10201,-1,-1,-1.0,45.8782965870821,213.67189879247283
10243,10292,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.94027724312004,26.94027724312004
10242,10290,-1.0,-1.0,-1.0,-1.0,2,10200,10199,-1,-1,-1.0,34.57526122230769,786.5797931246149
10241,10290,-1.0,-1.0,-1.0,-1.0,2,10198,10197,-1,-1,-1.0,20.32046499073852,672.2279942806782
10240,10287,-1.0,-1.0,-1.0,-1.0,2,10196,10195,-1,-1,-1.0,49.53954683929955,136.29359900960475
10239,10287,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,44.43508107340559,44.43508107340559
10238,10286,-1.0,-1.0,-1.0,-1.0,2,10194,10193,-1,-1,-1.0,30.2909292142548,19960.899045218623
10237,10286,-1.0,-1.0,-1.0,-1.0,2,10192,10191,-1,-1,-1.0,129.71377109271154,253.4663652079652
10236,10284,-1.0,-1.0,-1.0,-1.0,2,10190,10189,-1,-1,-1.0,115.23530153548636,172.54833409893035
10235,10284,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,25.690808528700718,25.690808528700718
10234,10282,-1.0,-1.0,-1.0,-1.0,2,10188,10187,-1,-1,-1.0,5.417057436007041,4219.3679256873875
10233,10282,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,29.257711368079185,29.257711368079185
10232,10280,-1.0,-1.0,-1.0,-1.0,2,10186,10185,-1,-1,-1.0,32.12808659902676,448.770201847253
10231,10280,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,27.388317653707986,27.388317653707986
10230,10278,-1.0,-1.0,-1.0,-1.0,2,10184,10183,-1,-1,-1.0,41.15753161428114,482.97609335826485
10229,10278,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,57.43343138886258,57.43343138886258
10228,10276,-1.0,-1.0,-1.0,-1.0,2,10182,10181,-1,-1,-1.0,7.882684188215147,298.1883195202676
10227,10276,-1.0,-1.0,-1.0,-1.0,2,10180,10179,-1,-1,-1.0,82.86466296260441,328.25994111596316
10226,10274,-1.0,-1.0,-1.0,-1.0,2,10178,10177,-1,-1,-1.0,82.62180156333869,800.8611762949449
10225,10274,-1.0,-1.0,-1.0,-1.0,2,10176,10175,-1,-1,-1.0,10.819404718874381,553.142737167552
10224,10273,-1.0,-1.0,-1.0,-1.0,2,10174,10173,-1,-1,-1.0,30.174386674165312,355.3126362631884
10223,10273,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,37.17033483553009,37.17033483553009
10222,10272,-1.0,-1.0,-1.0,-1.0,2,10172,10171,-1,-1,-1.0,58.579654440064274,293.22414504798036
10221,10272,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,37.82586301737782,37.82586301737782
10220,10270,-1.0,-1.0,-1.0,-1.0,2,10170,10169,-1,-1,-1.0,50.987076217469436,326.94166573436706
10219,10270,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.749942840903273,26.749942840903273
10218,10262,-1.0,-1.0,-1.0,-1.0,2,10168,10167,-1,-1,-1.0,15.969496907357776,4332.292302093684
10217,10262,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,27.83305956496128,27.83305956496128
10216,10260,-1.0,-1.0,-1.0,-1.0,2,10166,10165,-1,-1,-1.0,0.21401856284099685,159.10748040455627
10215,10260,-1.0,-1.0,-1.0,-1.0,2,10164,10163,-1,-1,-1.0,25.206054597965608,114.38723726830118
10214,10259,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,73.52902671486757,73.52902671486757
10213,10259,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.109286503348137,26.109286503348137
10212,10258,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,62.82028077521905,62.82028077521905
10211,10258,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,38.255465036639116,38.255465036639116
10210,10257,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.831145675447537,26.831145675447537
10209,10257,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,30.498734073582696,30.498734073582696
10208,10254,-1.0,-1.0,-1.0,-1.0,2,10162,10161,-1,-1,-1.0,19.88027292528443,525.5716482885756
10207,10254,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,57.47343248256297,57.47343248256297
10206,10250,-1.0,-1.0,-1.0,-1.0,2,10160,10159,-1,-1,-1.0,14.32560722329751,427712.2853003893
10205,10250,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,33.7488138666168,33.7488138666168
10204,10248,-1.0,-1.0,-1.0,-1.0,2,10158,10157,-1,-1,-1.0,127.62047607117715,367.08450246945466
10203,10248,-1.0,-1.0,-1.0,-1.0,2,10156,10155,-1,-1,-1.0,78.33906531088348,266.58936946777754
10202,10244,-1.0,-1.0,-1.0,-1.0,2,10154,10153,-1,-1,-1.0,16.218753016427225,111.12225766403401
10201,10244,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,56.67134454135675,56.67134454135675
10200,10242,-1.0,-1.0,-1.0,-1.0,2,10152,10151,-1,-1,-1.0,60.20878488904543,504.5019282926229
10199,10242,-1.0,-1.0,-1.0,-1.0,2,10150,10149,-1,-1,-1.0,15.547735946839586,247.5026036096843
10198,10241,-1.0,-1.0,-1.0,-1.0,2,10148,10147,-1,-1,-1.0,33.96456685661137,606.9583421946897
10197,10241,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,44.94918709525012,44.94918709525012
10196,10240,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,25.915447009718388,25.915447009718388
10195,10240,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,60.83860516058682,60.83860516058682
10194,10238,-1.0,-1.0,-1.0,-1.0,2,10146,10145,-1,-1,-1.0,50.25179972433299,17672.127852645608
10193,10238,-1.0,-1.0,-1.0,-1.0,2,10144,10143,-1,-1,-1.0,9.43013621429562,2258.48026335876
10192,10237,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,72.01255902180914,72.01255902180914
10191,10237,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,51.74003509344446,51.74003509344446
10190,10236,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,29.946570021944336,29.946570021944336
10189,10236,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,27.366462541499683,27.366462541499683
10188,10234,-1.0,-1.0,-1.0,-1.0,2,10142,10141,-1,-1,-1.0,0.006241698123141113,4171.528128838121
10187,10234,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,42.422739413260274,42.422739413260274
10186,10232,-1.0,-1.0,-1.0,-1.0,2,10140,10139,-1,-1,-1.0,8.075818815152772,347.36202932300944
10185,10232,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,69.28008592521687,69.28008592521687
10184,10230,-1.0,-1.0,-1.0,-1.0,2,10138,10137,-1,-1,-1.0,30.48753692773869,355.93998422728276
10183,10230,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,85.8785775167009,85.8785775167009
10182,10228,-1.0,-1.0,-1.0,-1.0,2,10136,10135,-1,-1,-1.0,33.58979678497387,208.20806527725853
10181,10228,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,82.09757005479393,82.09757005479393
10180,10227,-1.0,-1.0,-1.0,-1.0,2,10134,10133,-1,-1,-1.0,81.22349072901625,168.922083870067
10179,10227,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,76.4731942832918,76.4731942832918
10178,10226,-1.0,-1.0,-1.0,-1.0,2,10132,10131,-1,-1,-1.0,142.05545841867095,305.82959241389716
10177,10226,-1.0,-1.0,-1.0,-1.0,2,10130,10129,-1,-1,-1.0,260.90073149956885,412.40978231770896
10176,10225,-1.0,-1.0,-1.0,-1.0,2,10128,10127,-1,-1,-1.0,102.011288540187,495.3237354611665
10175,10225,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,46.99959698751103,46.99959698751103
10174,10224,-1.0,-1.0,-1.0,-1.0,2,10126,10125,-1,-1,-1.0,88.7336448772563,257.3816195112512
10173,10224,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,67.75663007777197,67.75663007777197
10172,10222,-1.0,-1.0,-1.0,-1.0,2,10124,10123,-1,-1,-1.0,28.179804330471192,154.1832248709343
10171,10222,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,80.46126573698179,80.46126573698179
10170,10220,-1.0,-1.0,-1.0,-1.0,2,10122,10121,-1,-1,-1.0,15.83062640664851,227.33754271264297
10169,10220,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,48.61704680425465,48.61704680425465
10168,10218,-1.0,-1.0,-1.0,-1.0,2,10120,10119,-1,-1,-1.0,121.20950014649672,3924.9009727744374
10167,10218,-1.0,-1.0,-1.0,-1.0,2,10118,10117,-1,-1,-1.0,25.737359067612108,391.4218324118902
10166,10216,-1.0,-1.0,-1.0,-1.0,2,10116,10115,-1,-1,-1.0,3.710335902252575,116.07505934620413
10165,10216,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,42.81840249551116,42.81840249551116
10164,10215,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,62.60284012513341,62.60284012513341
10163,10215,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.578342545202158,26.578342545202158
10162,10208,-1.0,-1.0,-1.0,-1.0,2,10114,10113,-1,-1,-1.0,70.17751599063784,475.22401480530885
10161,10208,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,30.46736055798241,30.46736055798241
10160,10206,-1.0,-1.0,-1.0,-1.0,2,10112,10111,-1,-1,-1.0,35.06349184753476,427643.00465787615
10159,10206,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,54.955035289845256,54.955035289845256
10158,10204,-1.0,-1.0,-1.0,-1.0,2,10110,10109,-1,-1,-1.0,7.130140400850532,208.61596702422446
10157,10204,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,30.84805937405307,30.84805937405307
10156,10203,-1.0,-1.0,-1.0,-1.0,2,10108,10107,-1,-1,-1.0,2.0080671771964127,140.36737050692042
10155,10203,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,47.88293364997362,47.88293364997362
10154,10202,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,44.63636381860515,44.63636381860515
10153,10202,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,50.26714082900162,50.26714082900162
10152,10200,-1.0,-1.0,-1.0,-1.0,2,10106,10105,-1,-1,-1.0,11.200121210539628,342.25798521670373
10151,10200,-1.0,-1.0,-1.0,-1.0,2,10104,10103,-1,-1,-1.0,18.641458348071502,102.0351581868737
10150,10199,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,53.90423998495971,53.90423998495971
10149,10199,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,178.05062767788502,178.05062767788502
10148,10198,-1.0,-1.0,-1.0,-1.0,2,10102,10101,-1,-1,-1.0,6.659452688318349,546.3491141615974
10147,10198,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.644661176480984,26.644661176480984
10146,10194,-1.0,-1.0,-1.0,-1.0,2,10100,10099,-1,-1,-1.0,79.20397513273704,17344.333947176983
10145,10194,-1.0,-1.0,-1.0,-1.0,2,10098,10097,-1,-1,-1.0,0.2453084019727179,277.5421057442919
10144,10193,-1.0,-1.0,-1.0,-1.0,2,10096,10095,-1,-1,-1.0,15.89145874150742,2186.473594969231
10143,10193,-1.0,-1.0,-1.0,-1.0,2,10094,10093,-1,-1,-1.0,1.2955849093609528,62.576532175233574
10142,10188,-1.0,-1.0,-1.0,-1.0,2,10092,10091,-1,-1,-1.0,19.34326316139308,4116.2131913679705
10141,10188,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,55.30869577202914,55.30869577202914
10140,10186,-1.0,-1.0,-1.0,-1.0,2,10090,10089,-1,-1,-1.0,26.996905033700447,173.32432358149072
10139,10186,-1.0,-1.0,-1.0,-1.0,2,10088,10087,-1,-1,-1.0,51.42495513070015,165.9618869263659
10138,10184,-1.0,-1.0,-1.0,-1.0,2,10086,10085,-1,-1,-1.0,14.35786116631352,221.05096168736503
10137,10184,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,104.40148561217907,104.40148561217907
10136,10182,-1.0,-1.0,-1.0,-1.0,2,10084,10083,-1,-1,-1.0,4.830353633552543,143.8546089491386
10135,10182,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,30.76365954314605,30.76365954314605
10134,10180,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,39.14229060009588,39.14229060009588
10133,10180,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,48.556302540954896,48.556302540954896
10132,10178,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,80.62953338424396,80.62953338424396
10131,10178,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,83.14460061098234,83.14460061098234
10130,10177,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,56.098905619239524,56.098905619239524
10129,10177,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,95.41014519890064,95.41014519890064
10128,10176,-1.0,-1.0,-1.0,-1.0,2,10082,10081,-1,-1,-1.0,84.6885832551949,333.9094995730485
